CO_LEG,District,Step
King039,6,12975
King041,9,12975
King043,1,12975
King045,1,12975
King046,1,12975
King047,9,12975
King048,6,12975
Kitsap023,2,12975
Kitsap026,0,12975
Kitsap035,2,12975
Kittitas013,4,12975
Klickitat015,4,12975
Lewis020,4,12975
Lincoln007,8,12975
Mason035,2,12975
Okanogan007,0,12975
Okanogan012,0,12975
Pacific019,2,12975
Pend Oreille007,8,12975
Pierce002,5,12975
Pierce025,7,12975
Pierce026,2,12975
Pierce027,7,12975
Pierce028,5,12975
Pierce029,7,12975
Pierce031,5,12975
San Juan040,6,12975
Skagit010,6,12975
Skagit021,0,12975
Skagit039,0,12975
Skagit040,6,12975
Skamania015,4,12975
Snohomish001,1,12975
Snohomish010,0,12975
Snohomish021,0,12975
Snohomish032,1,12975
Snohomish038,0,12975
Snohomish039,6,12975
Snohomish044,6,12975
Snohomish048,6,12975
Spokane003,8,12975
Spokane004,8,12975
Spokane006,8,12975
Spokane007,8,12975
Spokane009,8,12975
Stevens007,8,12975
Thurston002,2,12975
Thurston020,2,12975
Thurston022,2,12975
Thurston035,2,12975
Wahkiakum019,4,12975
Walla Walla016,4,12975
Whatcom039,0,12975
Whatcom040,0,12975
Whatcom042,0,12975
Whitman009,8,12975
Yakima013,4,12975
Yakima014,5,12975
Yakima015,4,12975
CO_LEG,District,Step
Adams009,4,13000
Asotin009,4,13000
Benton008,4,13000
Benton016,4,13000
Chelan012,0,13000
Clallam024,2,13000
Clark015,3,13000
Clark017,3,13000
Clark018,3,13000
Clark049,3,13000
Columbia016,4,13000
Cowlitz018,4,13000
Cowlitz019,4,13000
Douglas012,0,13000
Ferry007,0,13000
Franklin009,4,13000
Franklin016,4,13000
Garfield009,4,13000
Grant012,0,13000
Grant013,4,13000
Grays Harbor019,2,13000
Grays Harbor024,2,13000
Grays Harbor035,2,13000
Island010,6,13000
Jefferson024,2,13000
King001,1,13000
King005,6,13000
King011,9,13000
King030,5,13000
King031,5,13000
King032,1,13000
King033,9,13000
King034,9,13000
King036,1,13000
King037,9,13000
King039,6,13000
King041,9,13000
King043,1,13000
King045,1,13000
King046,1,13000
King047,9,13000
King048,6,13000
Kitsap023,2,13000
Kitsap026,0,13000
Kitsap035,2,13000
Kittitas013,4,13000
Klickitat015,4,13000
Lewis020,4,13000
Lincoln007,4,13000
Mason035,2,13000
Okanogan007,0,13000
Okanogan012,0,13000
Pacific019,2,13000
Pend Oreille007,8,13000
Pierce002,5,13000
Pierce025,7,13000
Pierce026,2,13000
Pierce027,5,13000
Pierce028,7,13000
Pierce029,7,13000
Pierce031,7,13000
San Juan040,6,13000
Skagit010,6,13000
Skagit021,0,13000
Skagit039,0,13000
Skagit040,6,13000
Skamania015,4,13000
Snohomish001,0,13000
Snohomish010,0,13000
Snohomish021,0,13000
Snohomish032,0,13000
Snohomish038,0,13000
Snohomish039,6,13000
Snohomish044,6,13000
Snohomish048,6,13000
Spokane003,8,13000
Spokane004,8,13000
Spokane006,8,13000
Spokane007,8,13000
Spokane009,8,13000
Stevens007,8,13000
Thurston002,5,13000
Thurston020,2,13000
Thurston022,2,13000
Thurston035,2,13000
Wahkiakum019,4,13000
Walla Walla016,4,13000
Whatcom039,0,13000
Whatcom040,0,13000
Whatcom042,0,13000
Whitman009,8,13000
Yakima013,4,13000
Yakima014,5,13000
Yakima015,4,13000
CO_LEG,District,Step
Adams009,4,13025
Asotin009,4,13025
Benton008,4,13025
Benton016,4,13025
Chelan012,0,13025
Clallam024,2,13025
Clark015,4,13025
Clark017,3,13025
Clark018,3,13025
Clark049,3,13025
Columbia016,4,13025
Cowlitz018,4,13025
Cowlitz019,4,13025
Douglas012,4,13025
Ferry007,8,13025
Franklin009,4,13025
Franklin016,4,13025
Garfield009,4,13025
Grant012,4,13025
Grant013,4,13025
Grays Harbor019,2,13025
Grays Harbor024,2,13025
Grays Harbor035,2,13025
Island010,6,13025
Jefferson024,2,13025
King001,1,13025
King005,5,13025
King011,9,13025
King030,5,13025
King031,5,13025
King032,1,13025
King033,9,13025
King034,9,13025
King036,1,13025
King037,9,13025
King039,6,13025
King041,9,13025
King043,1,13025
King045,6,13025
King046,1,13025
King047,9,13025
King048,6,13025
Kitsap023,2,13025
Kitsap026,0,13025
Kitsap035,2,13025
Kittitas013,4,13025
Klickitat015,4,13025
Lewis020,4,13025
Lincoln007,8,13025
Mason035,2,13025
Okanogan007,0,13025
Okanogan012,0,13025
Pacific019,2,13025
Pend Oreille007,8,13025
Pierce002,5,13025
Pierce025,7,13025
Pierce026,2,13025
Pierce027,5,13025
Pierce028,7,13025
Pierce029,7,13025
Pierce031,5,13025
San Juan040,6,13025
Skagit010,6,13025
Skagit021,0,13025
Skagit039,0,13025
Skagit040,6,13025
Skamania015,4,13025
Snohomish001,1,13025
Snohomish010,0,13025
Snohomish021,0,13025
Snohomish032,0,13025
Snohomish038,0,13025
Snohomish039,6,13025
Snohomish044,6,13025
Snohomish048,6,13025
Spokane003,8,13025
Spokane004,8,13025
Spokane006,8,13025
Spokane007,8,13025
Spokane009,8,13025
Stevens007,8,13025
Thurston002,5,13025
Thurston020,2,13025
Thurston022,5,13025
Thurston035,2,13025
Wahkiakum019,4,13025
Walla Walla016,4,13025
Whatcom039,0,13025
Whatcom040,0,13025
Whatcom042,0,13025
Whitman009,8,13025
Yakima013,4,13025
Yakima014,5,13025
Yakima015,4,13025
CO_LEG,District,Step
Adams009,4,13050
Asotin009,4,13050
Benton008,4,13050
Benton016,4,13050
Chelan012,0,13050
Clallam024,2,13050
Clark015,4,13050
Clark017,3,13050
Clark018,3,13050
Clark049,3,13050
Columbia016,4,13050
Cowlitz018,4,13050
Cowlitz019,4,13050
Douglas012,0,13050
Ferry007,8,13050
Franklin009,4,13050
Franklin016,4,13050
Garfield009,4,13050
Grant012,4,13050
Grant013,4,13050
Grays Harbor019,2,13050
Grays Harbor024,2,13050
Grays Harbor035,2,13050
Island010,6,13050
Jefferson024,2,13050
King001,1,13050
King005,5,13050
King011,9,13050
King030,5,13050
King031,5,13050
King032,1,13050
King033,9,13050
King034,9,13050
King036,1,13050
King037,9,13050
King039,6,13050
King041,9,13050
King043,1,13050
King045,6,13050
King046,1,13050
King047,9,13050
King048,6,13050
Kitsap023,2,13050
Kitsap026,0,13050
Kitsap035,2,13050
Kittitas013,4,13050
Klickitat015,4,13050
Lewis020,2,13050
Lincoln007,8,13050
Mason035,2,13050
Okanogan007,0,13050
Okanogan012,0,13050
Pacific019,2,13050
Pend Oreille007,8,13050
Pierce002,5,13050
Pierce025,7,13050
Pierce026,2,13050
Pierce027,7,13050
Pierce028,7,13050
Pierce029,7,13050
Pierce031,7,13050
San Juan040,6,13050
Skagit010,6,13050
Skagit021,0,13050
Skagit039,0,13050
Skagit040,6,13050
Skamania015,4,13050
Snohomish001,6,13050
Snohomish010,0,13050
Snohomish021,0,13050
Snohomish032,0,13050
Snohomish038,0,13050
Snohomish039,6,13050
Snohomish044,6,13050
Snohomish048,6,13050
Spokane003,8,13050
Spokane004,8,13050
Spokane006,8,13050
Spokane007,8,13050
Spokane009,8,13050
Stevens007,8,13050
Thurston002,2,13050
Thurston020,2,13050
Thurston022,5,13050
Thurston035,2,13050
Wahkiakum019,2,13050
Walla Walla016,4,13050
Whatcom039,0,13050
Whatcom040,0,13050
Whatcom042,0,13050
Whitman009,8,13050
Yakima013,4,13050
Yakima014,5,13050
Yakima015,4,13050
CO_LEG,District,Step
Adams009,4,13075
Asotin009,4,13075
Benton008,4,13075
Benton016,4,13075
Chelan012,4,13075
Clallam024,2,13075
Clark015,4,13075
Clark017,3,13075
Clark018,3,13075
Clark049,3,13075
Columbia016,4,13075
Cowlitz018,4,13075
Cowlitz019,2,13075
Douglas012,4,13075
Ferry007,0,13075
Franklin009,4,13075
Franklin016,4,13075
Garfield009,4,13075
Grant012,4,13075
Grant013,4,13075
Grays Harbor019,2,13075
Grays Harbor024,2,13075
Grays Harbor035,2,13075
Island010,6,13075
Jefferson024,2,13075
King001,6,13075
King005,5,13075
King011,9,13075
King030,5,13075
King031,5,13075
King032,1,13075
King033,9,13075
King034,9,13075
King036,1,13075
King037,9,13075
King039,6,13075
King041,5,13075
King043,1,13075
King045,6,13075
King046,1,13075
King047,9,13075
King048,6,13075
Kitsap023,2,13075
Kitsap026,0,13075
Kitsap035,2,13075
Kittitas013,4,13075
Klickitat015,4,13075
Lewis020,2,13075
Lincoln007,4,13075
Mason035,2,13075
Okanogan007,0,13075
Okanogan012,0,13075
Pacific019,2,13075
Pend Oreille007,8,13075
Pierce002,5,13075
Pierce025,7,13075
Pierce026,2,13075
Pierce027,7,13075
Pierce028,7,13075
Pierce029,7,13075
Pierce031,7,13075
San Juan040,6,13075
Skagit010,6,13075
Skagit021,0,13075
Skagit039,0,13075
Skagit040,6,13075
Skamania015,4,13075
Snohomish001,6,13075
Snohomish010,0,13075
Snohomish021,0,13075
Snohomish032,0,13075
Snohomish038,0,13075
Snohomish039,6,13075
Snohomish044,6,13075
Snohomish048,6,13075
Spokane003,8,13075
Spokane004,8,13075
Spokane006,8,13075
Spokane007,8,13075
Spokane009,8,13075
Stevens007,8,13075
Thurston002,2,13075
Thurston020,2,13075
Thurston022,5,13075
Thurston035,2,13075
Wahkiakum019,2,13075
Walla Walla016,4,13075
Whatcom039,0,13075
Whatcom040,0,13075
Whatcom042,0,13075
Whitman009,8,13075
Yakima013,4,13075
Yakima014,5,13075
Yakima015,4,13075
CO_LEG,District,Step
Adams009,4,13100
Asotin009,4,13100
Benton008,4,13100
Benton016,4,13100
Chelan012,0,13100
Clallam024,2,13100
Clark015,3,13100
Clark017,3,13100
Clark018,3,13100
Clark049,3,13100
Columbia016,4,13100
Cowlitz018,4,13100
Cowlitz019,2,13100
Douglas012,0,13100
Ferry007,0,13100
Franklin009,4,13100
Franklin016,4,13100
Garfield009,4,13100
Grant012,4,13100
Grant013,4,13100
Grays Harbor019,2,13100
Grays Harbor024,2,13100
Grays Harbor035,2,13100
Island010,0,13100
Jefferson024,2,13100
King001,1,13100
King005,6,13100
King011,9,13100
King030,5,13100
King031,5,13100
King032,1,13100
King033,9,13100
King034,9,13100
King036,1,13100
King037,9,13100
King039,6,13100
King041,9,13100
King043,1,13100
King045,6,13100
King046,1,13100
King047,9,13100
King048,6,13100
Kitsap023,2,13100
Kitsap026,0,13100
Kitsap035,2,13100
Kittitas013,4,13100
Klickitat015,4,13100
Lewis020,2,13100
Lincoln007,4,13100
Mason035,2,13100
Okanogan007,0,13100
Okanogan012,0,13100
Pacific019,2,13100
Pend Oreille007,8,13100
Pierce002,5,13100
Pierce025,7,13100
Pierce026,0,13100
Pierce027,5,13100
Pierce028,7,13100
Pierce029,7,13100
Pierce031,7,13100
San Juan040,6,13100
Skagit010,6,13100
Skagit021,0,13100
Skagit039,0,13100
Skagit040,6,13100
Skamania015,4,13100
Snohomish001,1,13100
Snohomish010,0,13100
Snohomish021,0,13100
Snohomish032,0,13100
Snohomish038,0,13100
Snohomish039,6,13100
Snohomish044,6,13100
Snohomish048,6,13100
Spokane003,8,13100
Spokane004,8,13100
Spokane006,8,13100
Spokane007,8,13100
Spokane009,8,13100
Stevens007,8,13100
Thurston002,2,13100
Thurston020,2,13100
Thurston022,5,13100
Thurston035,2,13100
Wahkiakum019,2,13100
Walla Walla016,4,13100
Whatcom039,0,13100
Whatcom040,0,13100
Whatcom042,0,13100
Whitman009,4,13100
Yakima013,4,13100
Yakima014,5,13100
Yakima015,4,13100
CO_LEG,District,Step
Adams009,4,13125
Asotin009,4,13125
Benton008,4,13125
Benton016,4,13125
Chelan012,6,13125
Clallam024,2,13125
Clark015,3,13125
Clark017,3,13125
Clark018,3,13125
Clark049,3,13125
Columbia016,4,13125
Cowlitz018,4,13125
Cowlitz019,4,13125
Douglas012,4,13125
Ferry007,8,13125
Franklin009,4,13125
Franklin016,4,13125
Garfield009,4,13125
Grant012,4,13125
Grant013,4,13125
Grays Harbor019,2,13125
Grays Harbor024,2,13125
Grays Harbor035,2,13125
Island010,0,13125
Jefferson024,2,13125
King001,1,13125
King005,6,13125
King011,9,13125
King030,5,13125
King031,5,13125
King032,1,13125
King033,9,13125
King034,9,13125
King036,1,13125
King037,1,13125
King039,6,13125
King041,9,13125
King043,1,13125
King045,1,13125
King046,1,13125
King047,9,13125
King048,6,13125
Kitsap023,2,13125
Kitsap026,0,13125
Kitsap035,2,13125
Kittitas013,4,13125
Klickitat015,4,13125
Lewis020,2,13125
Lincoln007,8,13125
Mason035,2,13125
Okanogan007,0,13125
Okanogan012,0,13125
Pacific019,2,13125
Pend Oreille007,8,13125
Pierce002,5,13125
Pierce025,7,13125
Pierce026,0,13125
Pierce027,7,13125
Pierce028,7,13125
Pierce029,7,13125
Pierce031,7,13125
San Juan040,6,13125
Skagit010,6,13125
Skagit021,0,13125
Skagit039,0,13125
Skagit040,6,13125
Skamania015,4,13125
Snohomish001,6,13125
Snohomish010,0,13125
Snohomish021,0,13125
Snohomish032,0,13125
Snohomish038,0,13125
Snohomish039,6,13125
Snohomish044,6,13125
Snohomish048,6,13125
Spokane003,8,13125
Spokane004,8,13125
Spokane006,8,13125
Spokane007,8,13125
Spokane009,8,13125
Stevens007,8,13125
Thurston002,5,13125
Thurston020,5,13125
Thurston022,5,13125
Thurston035,2,13125
Wahkiakum019,2,13125
Walla Walla016,4,13125
Whatcom039,0,13125
Whatcom040,0,13125
Whatcom042,0,13125
Whitman009,4,13125
Yakima013,4,13125
Yakima014,5,13125
Yakima015,4,13125
CO_LEG,District,Step
Adams009,4,13150
Asotin009,4,13150
Benton008,4,13150
Benton016,4,13150
Chelan012,6,13150
Clallam024,2,13150
Clark015,3,13150
Clark017,3,13150
Clark018,3,13150
Clark049,3,13150
Columbia016,4,13150
Cowlitz018,4,13150
Cowlitz019,4,13150
Douglas012,0,13150
Ferry007,8,13150
Franklin009,4,13150
Franklin016,4,13150
Garfield009,4,13150
Grant012,0,13150
Grant013,4,13150
Grays Harbor019,2,13150
Grays Harbor024,2,13150
Grays Harbor035,2,13150
Island010,0,13150
Jefferson024,2,13150
King001,1,13150
King005,6,13150
King011,9,13150
King030,5,13150
King031,5,13150
King032,1,13150
King033,9,13150
King034,9,13150
King036,1,13150
King037,1,13150
King039,6,13150
King041,9,13150
King043,1,13150
King045,1,13150
King046,1,13150
King047,9,13150
King048,6,13150
Kitsap023,2,13150
Kitsap026,0,13150
Kitsap035,2,13150
Kittitas013,4,13150
Klickitat015,4,13150
Lewis020,2,13150
Lincoln007,8,13150
Mason035,2,13150
Okanogan007,0,13150
Okanogan012,0,13150
Pacific019,2,13150
Pend Oreille007,8,13150
Pierce002,5,13150
Pierce025,7,13150
Pierce026,2,13150
Pierce027,7,13150
Pierce028,7,13150
Pierce029,7,13150
Pierce031,7,13150
San Juan040,6,13150
Skagit010,6,13150
Skagit021,0,13150
Skagit039,0,13150
Skagit040,6,13150
Skamania015,4,13150
Snohomish001,6,13150
Snohomish010,0,13150
Snohomish021,0,13150
Snohomish032,0,13150
Snohomish038,0,13150
Snohomish039,6,13150
Snohomish044,6,13150
Snohomish048,6,13150
Spokane003,8,13150
Spokane004,8,13150
Spokane006,8,13150
Spokane007,8,13150
Spokane009,8,13150
Stevens007,8,13150
Thurston002,5,13150
Thurston020,5,13150
Thurston022,5,13150
Thurston035,5,13150
Wahkiakum019,4,13150
Walla Walla016,4,13150
Whatcom039,0,13150
Whatcom040,0,13150
Whatcom042,0,13150
Whitman009,4,13150
Yakima013,4,13150
Yakima014,5,13150
Yakima015,4,13150
CO_LEG,District,Step
Adams009,4,13175
Asotin009,4,13175
Benton008,4,13175
Benton016,4,13175
Chelan012,4,13175
Clallam024,2,13175
Clark015,3,13175
Clark017,3,13175
Clark018,3,13175
Clark049,3,13175
Columbia016,4,13175
Cowlitz018,4,13175
Cowlitz019,4,13175
Douglas012,0,13175
Ferry007,0,13175
Franklin009,4,13175
Franklin016,4,13175
Garfield009,4,13175
Grant012,0,13175
Grant013,4,13175
Grays Harbor019,2,13175
Grays Harbor024,2,13175
Grays Harbor035,2,13175
Island010,0,13175
Jefferson024,2,13175
King001,1,13175
King005,6,13175
King011,9,13175
King030,5,13175
King031,5,13175
King032,1,13175
King033,9,13175
King034,9,13175
King036,1,13175
King037,1,13175
King039,6,13175
King041,9,13175
King043,1,13175
King045,6,13175
King046,1,13175
King047,9,13175
King048,6,13175
Kitsap023,2,13175
Kitsap026,0,13175
Kitsap035,2,13175
Kittitas013,4,13175
Klickitat015,4,13175
Lewis020,2,13175
Lincoln007,8,13175
Mason035,2,13175
Okanogan007,0,13175
Okanogan012,0,13175
Pacific019,2,13175
Pend Oreille007,8,13175
Pierce002,5,13175
Pierce025,7,13175
Pierce026,2,13175
Pierce027,7,13175
Pierce028,7,13175
Pierce029,7,13175
Pierce031,7,13175
San Juan040,6,13175
Skagit010,6,13175
Skagit021,0,13175
Skagit039,0,13175
Skagit040,6,13175
Skamania015,4,13175
Snohomish001,6,13175
Snohomish010,0,13175
Snohomish021,0,13175
Snohomish032,0,13175
Snohomish038,0,13175
Snohomish039,6,13175
Snohomish044,6,13175
Snohomish048,6,13175
Spokane003,8,13175
Spokane004,8,13175
Spokane006,8,13175
Spokane007,8,13175
Spokane009,8,13175
Stevens007,8,13175
Thurston002,5,13175
Thurston020,5,13175
Thurston022,5,13175
Thurston035,5,13175
Wahkiakum019,4,13175
Walla Walla016,4,13175
Whatcom039,0,13175
Whatcom040,0,13175
Whatcom042,0,13175
Whitman009,8,13175
Yakima013,4,13175
Yakima014,5,13175
Yakima015,4,13175
CO_LEG,District,Step
Adams009,4,13200
Asotin009,4,13200
Benton008,4,13200
Benton016,4,13200
Chelan012,4,13200
Clallam024,2,13200
Clark015,3,13200
Clark017,3,13200
Clark018,3,13200
Clark049,3,13200
Columbia016,4,13200
Cowlitz018,4,13200
Cowlitz019,2,13200
Douglas012,4,13200
Ferry007,0,13200
Franklin009,4,13200
Franklin016,4,13200
Garfield009,4,13200
Grant012,0,13200
Grant013,4,13200
Grays Harbor019,2,13200
Grays Harbor024,2,13200
Grays Harbor035,2,13200
Island010,0,13200
Jefferson024,2,13200
King001,1,13200
King005,9,13200
King011,9,13200
King030,9,13200
King031,5,13200
King032,1,13200
King033,9,13200
King034,1,13200
King036,1,13200
King037,1,13200
King039,4,13200
King041,9,13200
King043,1,13200
King045,6,13200
King046,1,13200
King047,9,13200
King048,6,13200
Kitsap023,2,13200
Kitsap026,0,13200
Kitsap035,2,13200
Kittitas013,4,13200
Klickitat015,4,13200
Lewis020,2,13200
Lincoln007,4,13200
Mason035,2,13200
Okanogan007,0,13200
Okanogan012,0,13200
Pacific019,2,13200
Pend Oreille007,8,13200
Pierce002,5,13200
Pierce025,7,13200
Pierce026,2,13200
Pierce027,7,13200
Pierce028,7,13200
Pierce029,7,13200
Pierce031,5,13200
San Juan040,6,13200
Skagit010,6,13200
Skagit021,0,13200
Skagit039,0,13200
Skagit040,6,13200
Skamania015,4,13200
Snohomish001,1,13200
Snohomish010,0,13200
Snohomish021,0,13200
Snohomish032,0,13200
Snohomish038,0,13200
Snohomish039,6,13200
Snohomish044,6,13200
Snohomish048,6,13200
Spokane003,8,13200
Spokane004,8,13200
Spokane006,8,13200
Spokane007,8,13200
Spokane009,8,13200
Stevens007,8,13200
Thurston002,5,13200
Thurston020,2,13200
Thurston022,5,13200
Thurston035,5,13200
Wahkiakum019,2,13200
Walla Walla016,4,13200
Whatcom039,0,13200
Whatcom040,0,13200
Whatcom042,0,13200
Whitman009,8,13200
Yakima013,4,13200
Yakima014,5,13200
Yakima015,4,13200
CO_LEG,District,Step
Adams009,4,13225
Asotin009,4,13225
Benton008,4,13225
Benton016,4,13225
Chelan012,4,13225
Clallam024,2,13225
Clark015,3,13225
Clark017,3,13225
Clark018,3,13225
Clark049,3,13225
Columbia016,4,13225
Cowlitz018,3,13225
Cowlitz019,2,13225
Douglas012,4,13225
Ferry007,0,13225
Franklin009,4,13225
Franklin016,4,13225
Garfield009,4,13225
Grant012,4,13225
Grant013,4,13225
Grays Harbor019,2,13225
Grays Harbor024,2,13225
Grays Harbor035,5,13225
Island010,6,13225
Jefferson024,2,13225
King001,1,13225
King005,6,13225
King011,9,13225
King030,7,13225
King031,4,13225
King032,1,13225
King033,9,13225
King034,9,13225
King036,1,13225
King037,1,13225
King039,6,13225
King041,9,13225
King043,1,13225
King045,6,13225
King046,1,13225
King047,9,13225
King048,6,13225
Kitsap023,2,13225
Kitsap026,0,13225
Kitsap035,2,13225
Kittitas013,4,13225
Klickitat015,4,13225
Lewis020,2,13225
Lincoln007,4,13225
Mason035,2,13225
Okanogan007,0,13225
Okanogan012,0,13225
Pacific019,2,13225
Pend Oreille007,8,13225
Pierce002,5,13225
Pierce025,7,13225
Pierce026,2,13225
Pierce027,7,13225
Pierce028,5,13225
Pierce029,7,13225
Pierce031,5,13225
San Juan040,6,13225
Skagit010,6,13225
Skagit021,0,13225
Skagit039,0,13225
Skagit040,6,13225
Skamania015,4,13225
Snohomish001,1,13225
Snohomish010,0,13225
Snohomish021,0,13225
Snohomish032,0,13225
Snohomish038,0,13225
Snohomish039,6,13225
Snohomish044,6,13225
Snohomish048,6,13225
Spokane003,8,13225
Spokane004,8,13225
Spokane006,8,13225
Spokane007,8,13225
Spokane009,8,13225
Stevens007,4,13225
Thurston002,5,13225
Thurston020,5,13225
Thurston022,5,13225
Thurston035,5,13225
Wahkiakum019,2,13225
Walla Walla016,4,13225
Whatcom039,0,13225
Whatcom040,0,13225
Whatcom042,0,13225
Whitman009,8,13225
Yakima013,4,13225
Yakima014,2,13225
Yakima015,4,13225
CO_LEG,District,Step
Adams009,4,13250
Asotin009,4,13250
Benton008,4,13250
Benton016,4,13250
Chelan012,6,13250
Clallam024,2,13250
Clark015,3,13250
Clark017,3,13250
Clark018,3,13250
Clark049,3,13250
Columbia016,4,13250
Cowlitz018,3,13250
Cowlitz019,2,13250
Douglas012,0,13250
Ferry007,0,13250
Franklin009,4,13250
Franklin016,4,13250
Garfield009,4,13250
Grant012,4,13250
Grant013,4,13250
Grays Harbor019,2,13250
Grays Harbor024,2,13250
Grays Harbor035,2,13250
Island010,6,13250
Jefferson024,2,13250
King001,1,13250
King005,6,13250
King011,9,13250
King030,7,13250
King031,7,13250
King032,1,13250
King033,9,13250
King034,9,13250
King036,1,13250
King037,9,13250
King039,6,13250
King041,9,13250
King043,1,13250
King045,6,13250
King046,1,13250
King047,9,13250
King048,6,13250
Kitsap023,2,13250
Kitsap026,0,13250
Kitsap035,2,13250
Kittitas013,4,13250
Klickitat015,4,13250
Lewis020,2,13250
Lincoln007,4,13250
Mason035,2,13250
Okanogan007,0,13250
Okanogan012,0,13250
Pacific019,2,13250
Pend Oreille007,8,13250
Pierce002,5,13250
Pierce025,7,13250
Pierce026,2,13250
Pierce027,7,13250
Pierce028,7,13250
Pierce029,7,13250
Pierce031,5,13250
San Juan040,6,13250
Skagit010,6,13250
Skagit021,0,13250
Skagit039,0,13250
Skagit040,6,13250
Skamania015,3,13250
Snohomish001,1,13250
Snohomish010,0,13250
Snohomish021,0,13250
Snohomish032,1,13250
Snohomish038,0,13250
Snohomish039,6,13250
Snohomish044,1,13250
Snohomish048,6,13250
Spokane003,8,13250
Spokane004,8,13250
Spokane006,8,13250
Spokane007,8,13250
Spokane009,8,13250
Stevens007,4,13250
Thurston002,5,13250
Thurston020,5,13250
Thurston022,5,13250
Thurston035,5,13250
Wahkiakum019,2,13250
Walla Walla016,4,13250
Whatcom039,0,13250
Whatcom040,0,13250
Whatcom042,0,13250
Whitman009,4,13250
Yakima013,4,13250
Yakima014,2,13250
Yakima015,4,13250
CO_LEG,District,Step
Adams009,4,13275
Asotin009,4,13275
Benton008,4,13275
Benton016,4,13275
Chelan012,4,13275
Clallam024,2,13275
Clark015,3,13275
Clark017,3,13275
Clark018,3,13275
Clark049,3,13275
Columbia016,4,13275
Cowlitz018,2,13275
Cowlitz019,2,13275
Douglas012,0,13275
Ferry007,0,13275
Franklin009,4,13275
Franklin016,4,13275
Garfield009,4,13275
Grant012,4,13275
Grant013,4,13275
Grays Harbor019,2,13275
Grays Harbor024,2,13275
Grays Harbor035,2,13275
Island010,6,13275
Jefferson024,2,13275
King001,1,13275
King005,6,13275
King011,9,13275
King030,7,13275
King031,7,13275
King032,1,13275
King033,9,13275
King034,9,13275
King036,1,13275
King037,9,13275
King039,6,13275
King041,6,13275
King043,1,13275
King045,6,13275
King046,1,13275
King047,9,13275
King048,6,13275
Kitsap023,2,13275
Kitsap026,0,13275
Kitsap035,2,13275
Kittitas013,4,13275
Klickitat015,4,13275
Lewis020,2,13275
Lincoln007,4,13275
Mason035,2,13275
Okanogan007,0,13275
Okanogan012,0,13275
Pacific019,2,13275
Pend Oreille007,0,13275
Pierce002,5,13275
Pierce025,5,13275
Pierce026,2,13275
Pierce027,7,13275
Pierce028,7,13275
Pierce029,7,13275
Pierce031,5,13275
San Juan040,6,13275
Skagit010,6,13275
Skagit021,0,13275
Skagit039,0,13275
Skagit040,6,13275
Skamania015,3,13275
Snohomish001,1,13275
Snohomish010,0,13275
Snohomish021,0,13275
Snohomish032,1,13275
Snohomish038,0,13275
Snohomish039,6,13275
Snohomish044,1,13275
Snohomish048,6,13275
Spokane003,8,13275
Spokane004,8,13275
Spokane006,8,13275
Spokane007,8,13275
Spokane009,8,13275
Stevens007,0,13275
Thurston002,5,13275
Thurston020,5,13275
Thurston022,5,13275
Thurston035,2,13275
Wahkiakum019,2,13275
Walla Walla016,4,13275
Whatcom039,0,13275
Whatcom040,0,13275
Whatcom042,0,13275
Whitman009,4,13275
Yakima013,4,13275
Yakima014,4,13275
Yakima015,4,13275
CO_LEG,District,Step
Adams009,4,13300
Asotin009,4,13300
Benton008,4,13300
Benton016,4,13300
Chelan012,0,13300
Clallam024,2,13300
Clark015,3,13300
Clark017,3,13300
Clark018,3,13300
Clark049,3,13300
Columbia016,4,13300
Cowlitz018,2,13300
Cowlitz019,2,13300
Douglas012,4,13300
Ferry007,0,13300
Franklin009,4,13300
Franklin016,4,13300
Garfield009,4,13300
Grant012,4,13300
Grant013,4,13300
Grays Harbor019,2,13300
Grays Harbor024,2,13300
Grays Harbor035,2,13300
Island010,6,13300
Jefferson024,2,13300
King001,1,13300
King005,6,13300
King011,9,13300
King030,7,13300
King031,5,13300
King032,1,13300
King033,9,13300
King034,9,13300
King036,1,13300
King037,9,13300
King039,6,13300
King041,6,13300
King043,1,13300
King045,6,13300
King046,1,13300
King047,7,13300
King048,6,13300
Kitsap023,2,13300
Kitsap026,0,13300
Kitsap035,2,13300
Kittitas013,4,13300
Klickitat015,4,13300
Lewis020,3,13300
Lincoln007,4,13300
Mason035,2,13300
Okanogan007,0,13300
Okanogan012,0,13300
Pacific019,2,13300
Pend Oreille007,8,13300
Pierce002,5,13300
Pierce025,7,13300
Pierce026,2,13300
Pierce027,7,13300
Pierce028,7,13300
Pierce029,7,13300
Pierce031,5,13300
San Juan040,6,13300
Skagit010,6,13300
Skagit021,0,13300
Skagit039,0,13300
Skagit040,6,13300
Skamania015,3,13300
Snohomish001,1,13300
Snohomish010,0,13300
Snohomish021,0,13300
Snohomish032,1,13300
Snohomish038,0,13300
Snohomish039,6,13300
Snohomish044,1,13300
Snohomish048,6,13300
Spokane003,8,13300
Spokane004,8,13300
Spokane006,8,13300
Spokane007,8,13300
Spokane009,8,13300
Stevens007,8,13300
Thurston002,3,13300
Thurston020,2,13300
Thurston022,5,13300
Thurston035,2,13300
Wahkiakum019,2,13300
Walla Walla016,4,13300
Whatcom039,0,13300
Whatcom040,0,13300
Whatcom042,0,13300
Whitman009,8,13300
Yakima013,4,13300
Yakima014,4,13300
Yakima015,4,13300
CO_LEG,District,Step
Adams009,4,13325
