CO_LEG,District,Step
Whatcom039,0,6100
Whatcom040,6,6100
Whatcom042,6,6100
Whitman009,4,6100
Yakima013,9,6100
Yakima014,8,6100
Yakima015,9,6100
CO_LEG,District,Step
Adams009,4,6125
Asotin009,4,6125
Benton008,9,6125
Benton016,9,6125
Chelan012,6,6125
Clallam024,2,6125
Clark015,3,6125
Clark017,3,6125
Clark018,3,6125
Clark049,3,6125
Columbia016,4,6125
Cowlitz018,3,6125
Cowlitz019,3,6125
Douglas012,9,6125
Ferry007,0,6125
Franklin009,4,6125
Franklin016,4,6125
Garfield009,4,6125
Grant012,4,6125
Grant013,4,6125
Grays Harbor019,2,6125
Grays Harbor024,2,6125
Grays Harbor035,2,6125
Island010,0,6125
Jefferson024,2,6125
King001,1,6125
King005,9,6125
King011,9,6125
King030,8,6125
King031,8,6125
King032,5,6125
King033,9,6125
King034,9,6125
King036,5,6125
King037,5,6125
King039,9,6125
King041,9,6125
King043,5,6125
King045,6,6125
King046,5,6125
King047,9,6125
King048,6,6125
Kitsap023,2,6125
Kitsap026,2,6125
Kitsap035,0,6125
Kittitas013,9,6125
Klickitat015,9,6125
Lewis020,3,6125
Lincoln007,4,6125
Mason035,2,6125
Okanogan007,0,6125
Okanogan012,0,6125
Pacific019,2,6125
Pend Oreille007,4,6125
Pierce002,3,6125
Pierce025,8,6125
Pierce026,2,6125
Pierce027,3,6125
Pierce028,3,6125
Pierce029,3,6125
Pierce031,8,6125
San Juan040,6,6125
Skagit010,6,6125
Skagit021,0,6125
Skagit039,0,6125
Skagit040,6,6125
Skamania015,3,6125
Snohomish001,7,6125
Snohomish010,0,6125
Snohomish021,0,6125
Snohomish032,5,6125
Snohomish038,0,6125
Snohomish039,6,6125
Snohomish044,6,6125
Snohomish048,6,6125
Spokane003,4,6125
Spokane004,4,6125
Spokane006,4,6125
Spokane007,4,6125
Spokane009,4,6125
Stevens007,4,6125
Thurston002,3,6125
Thurston020,2,6125
Thurston022,3,6125
Thurston035,2,6125
Wahkiakum019,3,6125
Walla Walla016,4,6125
Whatcom039,0,6125
Whatcom040,6,6125
Whatcom042,6,6125
Whitman009,4,6125
Yakima013,9,6125
Yakima014,3,6125
Yakima015,9,6125
CO_LEG,District,Step
Adams009,4,6150
Asotin009,4,6150
Benton008,9,6150
Benton016,9,6150
Chelan012,6,6150
Clallam024,2,6150
Clark015,3,6150
Clark017,3,6150
Clark018,3,6150
Clark049,3,6150
Columbia016,4,6150
Cowlitz018,3,6150
Cowlitz019,3,6150
Douglas012,9,6150
Ferry007,0,6150
Franklin009,4,6150
Franklin016,4,6150
Garfield009,4,6150
Grant012,9,6150
Grant013,4,6150
Grays Harbor019,2,6150
Grays Harbor024,2,6150
Grays Harbor035,2,6150
Island010,0,6150
Jefferson024,2,6150
King001,1,6150
King005,9,6150
King011,5,6150
King030,8,6150
King031,9,6150
King032,5,6150
King033,9,6150
King034,5,6150
King036,5,6150
King037,5,6150
King039,6,6150
King041,9,6150
King043,5,6150
King045,6,6150
King046,5,6150
King047,9,6150
King048,6,6150
Kitsap023,2,6150
Kitsap026,2,6150
Kitsap035,0,6150
Kittitas013,9,6150
Klickitat015,3,6150
Lewis020,3,6150
Lincoln007,4,6150
Mason035,2,6150
Okanogan007,0,6150
Okanogan012,0,6150
Pacific019,2,6150
Pend Oreille007,4,6150
Pierce002,3,6150
Pierce025,8,6150
Pierce026,2,6150
Pierce027,3,6150
Pierce028,3,6150
Pierce029,3,6150
Pierce031,8,6150
San Juan040,6,6150
Skagit010,6,6150
Skagit021,0,6150
Skagit039,0,6150
Skagit040,6,6150
Skamania015,3,6150
Snohomish001,7,6150
Snohomish010,0,6150
Snohomish021,0,6150
Snohomish032,5,6150
Snohomish038,0,6150
Snohomish039,6,6150
Snohomish044,0,6150
Snohomish048,6,6150
Spokane003,4,6150
Spokane004,4,6150
Spokane006,4,6150
Spokane007,4,6150
Spokane009,4,6150
Stevens007,4,6150
Thurston002,3,6150
Thurston020,2,6150
Thurston022,3,6150
Thurston035,2,6150
Wahkiakum019,2,6150
Walla Walla016,4,6150
Whatcom039,0,6150
Whatcom040,6,6150
Whatcom042,0,6150
Whitman009,4,6150
Yakima013,9,6150
Yakima014,9,6150
Yakima015,9,6150
CO_LEG,District,Step
Adams009,4,6175
Asotin009,4,6175
Benton008,9,6175
Benton016,9,6175
Chelan012,9,6175
Clallam024,2,6175
Clark015,3,6175
Clark017,3,6175
Clark018,3,6175
Clark049,3,6175
Columbia016,4,6175
Cowlitz018,3,6175
Cowlitz019,3,6175
Douglas012,9,6175
Ferry007,4,6175
Franklin009,4,6175
Franklin016,4,6175
Garfield009,4,6175
Grant012,9,6175
Grant013,9,6175
Grays Harbor019,2,6175
Grays Harbor024,2,6175
Grays Harbor035,3,6175
Island010,0,6175
Jefferson024,2,6175
King001,1,6175
King005,9,6175
King011,9,6175
King030,8,6175
King031,8,6175
King032,5,6175
King033,9,6175
King034,5,6175
King036,5,6175
King037,5,6175
King039,6,6175
King041,9,6175
King043,5,6175
King045,6,6175
King046,5,6175
King047,8,6175
King048,6,6175
Kitsap023,2,6175
Kitsap026,2,6175
Kitsap035,0,6175
Kittitas013,9,6175
Klickitat015,9,6175
Lewis020,3,6175
Lincoln007,4,6175
Mason035,2,6175
Okanogan007,0,6175
Okanogan012,0,6175
Pacific019,2,6175
Pend Oreille007,4,6175
Pierce002,3,6175
Pierce025,8,6175
Pierce026,2,6175
Pierce027,3,6175
Pierce028,3,6175
Pierce029,3,6175
Pierce031,8,6175
San Juan040,6,6175
Skagit010,6,6175
Skagit021,0,6175
Skagit039,0,6175
Skagit040,6,6175
Skamania015,3,6175
Snohomish001,7,6175
Snohomish010,0,6175
Snohomish021,0,6175
Snohomish032,7,6175
Snohomish038,0,6175
Snohomish039,6,6175
Snohomish044,7,6175
Snohomish048,6,6175
Spokane003,4,6175
Spokane004,4,6175
Spokane006,4,6175
Spokane007,4,6175
Spokane009,4,6175
Stevens007,4,6175
Thurston002,2,6175
Thurston020,2,6175
Thurston022,3,6175
Thurston035,2,6175
Wahkiakum019,2,6175
Walla Walla016,4,6175
Whatcom039,0,6175
Whatcom040,6,6175
Whatcom042,0,6175
Whitman009,4,6175
Yakima013,9,6175
Yakima014,3,6175
Yakima015,9,6175
CO_LEG,District,Step
Adams009,4,6200
Asotin009,4,6200
Benton008,9,6200
Benton016,9,6200
Chelan012,0,6200
Clallam024,2,6200
Clark015,3,6200
Clark017,3,6200
Clark018,3,6200
Clark049,3,6200
Columbia016,4,6200
Cowlitz018,3,6200
Cowlitz019,3,6200
Douglas012,9,6200
Ferry007,4,6200
Franklin009,4,6200
Franklin016,4,6200
Garfield009,4,6200
Grant012,4,6200
Grant013,9,6200
Grays Harbor019,2,6200
Grays Harbor024,2,6200
Grays Harbor035,2,6200
Island010,6,6200
Jefferson024,2,6200
King001,1,6200
King005,9,6200
King011,8,6200
King030,8,6200
King031,9,6200
King032,5,6200
King033,8,6200
King034,8,6200
King036,5,6200
King037,5,6200
King039,6,6200
King041,9,6200
King043,5,6200
King045,6,6200
King046,5,6200
King047,8,6200
King048,6,6200
Kitsap023,2,6200
Kitsap026,2,6200
Kitsap035,0,6200
Kittitas013,9,6200
Klickitat015,9,6200
Lewis020,3,6200
Lincoln007,4,6200
Mason035,2,6200
Okanogan007,0,6200
Okanogan012,0,6200
Pacific019,2,6200
Pend Oreille007,4,6200
Pierce002,3,6200
Pierce025,3,6200
Pierce026,2,6200
Pierce027,3,6200
Pierce028,3,6200
Pierce029,3,6200
Pierce031,3,6200
San Juan040,6,6200
Skagit010,6,6200
Skagit021,0,6200
Skagit039,0,6200
Skagit040,6,6200
Skamania015,3,6200
Snohomish001,7,6200
Snohomish010,0,6200
Snohomish021,0,6200
Snohomish032,7,6200
Snohomish038,0,6200
Snohomish039,6,6200
Snohomish044,7,6200
Snohomish048,6,6200
Spokane003,4,6200
Spokane004,4,6200
Spokane006,4,6200
Spokane007,4,6200
Spokane009,4,6200
Stevens007,4,6200
Thurston002,3,6200
Thurston020,2,6200
Thurston022,3,6200
Thurston035,2,6200
Wahkiakum019,3,6200
Walla Walla016,4,6200
Whatcom039,0,6200
Whatcom040,6,6200
Whatcom042,0,6200
Whitman009,4,6200
Yakima013,9,6200
Yakima014,9,6200
Yakima015,9,6200
CO_LEG,District,Step
Adams009,4,6225
Asotin009,4,6225
Benton008,9,6225
Benton016,9,6225
Chelan012,0,6225
Clallam024,2,6225
Clark015,3,6225
Clark017,3,6225
Clark018,3,6225
Clark049,3,6225
Columbia016,4,6225
Cowlitz018,3,6225
Cowlitz019,3,6225
Douglas012,9,6225
Ferry007,4,6225
Franklin009,4,6225
Franklin016,4,6225
Garfield009,4,6225
Grant012,0,6225
Grant013,4,6225
Grays Harbor019,2,6225
Grays Harbor024,2,6225
Grays Harbor035,2,6225
Island010,6,6225
Jefferson024,2,6225
King001,1,6225
King005,9,6225
King011,8,6225
King030,8,6225
King031,8,6225
King032,5,6225
King033,8,6225
King034,8,6225
King036,5,6225
King037,5,6225
King039,6,6225
King041,9,6225
King043,5,6225
King045,6,6225
King046,5,6225
King047,8,6225
King048,6,6225
Kitsap023,2,6225
Kitsap026,2,6225
Kitsap035,0,6225
Kittitas013,9,6225
Klickitat015,9,6225
Lewis020,3,6225
Lincoln007,4,6225
Mason035,2,6225
Okanogan007,4,6225
Okanogan012,0,6225
Pacific019,2,6225
Pend Oreille007,4,6225
Pierce002,3,6225
Pierce025,8,6225
Pierce026,2,6225
Pierce027,3,6225
Pierce028,3,6225
Pierce029,3,6225
Pierce031,3,6225
San Juan040,6,6225
Skagit010,6,6225
Skagit021,0,6225
Skagit039,0,6225
Skagit040,6,6225
Skamania015,3,6225
Snohomish001,7,6225
Snohomish010,0,6225
Snohomish021,0,6225
Snohomish032,0,6225
Snohomish038,0,6225
Snohomish039,6,6225
Snohomish044,7,6225
Snohomish048,6,6225
Spokane003,4,6225
Spokane004,4,6225
Spokane006,4,6225
Spokane007,4,6225
Spokane009,4,6225
Stevens007,4,6225
Thurston002,3,6225
Thurston020,2,6225
Thurston022,2,6225
Thurston035,2,6225
Wahkiakum019,2,6225
Walla Walla016,4,6225
Whatcom039,0,6225
Whatcom040,6,6225
Whatcom042,0,6225
Whitman009,4,6225
Yakima013,9,6225
Yakima014,9,6225
Yakima015,9,6225
CO_LEG,District,Step
Adams009,4,6250
Asotin009,4,6250
Benton008,9,6250
Benton016,9,6250
Chelan012,0,6250
Clallam024,2,6250
Clark015,3,6250
Clark017,3,6250
Clark018,3,6250
Clark049,3,6250
Columbia016,4,6250
Cowlitz018,3,6250
Cowlitz019,2,6250
Douglas012,0,6250
Ferry007,4,6250
Franklin009,4,6250
Franklin016,4,6250
Garfield009,4,6250
Grant012,4,6250
Grant013,0,6250
Grays Harbor019,2,6250
Grays Harbor024,2,6250
Grays Harbor035,2,6250
Island010,6,6250
Jefferson024,2,6250
King001,1,6250
King005,9,6250
King011,8,6250
King030,8,6250
King031,9,6250
King032,7,6250
King033,8,6250
King034,5,6250
King036,5,6250
King037,5,6250
King039,3,6250
King041,9,6250
King043,5,6250
King045,6,6250
King046,5,6250
King047,8,6250
King048,6,6250
Kitsap023,2,6250
Kitsap026,2,6250
Kitsap035,0,6250
Kittitas013,3,6250
Klickitat015,9,6250
Lewis020,3,6250
Lincoln007,4,6250
Mason035,2,6250
Okanogan007,4,6250
Okanogan012,4,6250
Pacific019,2,6250
Pend Oreille007,4,6250
Pierce002,3,6250
Pierce025,3,6250
Pierce026,2,6250
Pierce027,3,6250
Pierce028,3,6250
Pierce029,3,6250
Pierce031,3,6250
San Juan040,6,6250
Skagit010,6,6250
Skagit021,0,6250
Skagit039,0,6250
Skagit040,6,6250
Skamania015,3,6250
Snohomish001,7,6250
Snohomish010,0,6250
Snohomish021,0,6250
Snohomish032,0,6250
Snohomish038,0,6250
Snohomish039,6,6250
Snohomish044,0,6250
Snohomish048,6,6250
Spokane003,4,6250
Spokane004,4,6250
Spokane006,4,6250
Spokane007,4,6250
Spokane009,4,6250
Stevens007,4,6250
Thurston002,3,6250
Thurston020,3,6250
Thurston022,2,6250
Thurston035,2,6250
Wahkiakum019,2,6250
Walla Walla016,4,6250
Whatcom039,0,6250
Whatcom040,6,6250
Whatcom042,0,6250
Whitman009,4,6250
Yakima013,9,6250
Yakima014,9,6250
Yakima015,9,6250
CO_LEG,District,Step
Adams009,4,6275
Asotin009,4,6275
Benton008,9,6275
Benton016,9,6275
Chelan012,0,6275
Clallam024,2,6275
Clark015,3,6275
Clark017,3,6275
Clark018,3,6275
Clark049,3,6275
Columbia016,4,6275
Cowlitz018,3,6275
Cowlitz019,2,6275
Douglas012,0,6275
Ferry007,4,6275
Franklin009,4,6275
Franklin016,4,6275
Garfield009,4,6275
Grant012,0,6275
Grant013,4,6275
Grays Harbor019,2,6275
Grays Harbor024,2,6275
Grays Harbor035,2,6275
Island010,6,6275
Jefferson024,2,6275
King001,1,6275
King005,9,6275
King011,8,6275
King030,8,6275
King031,9,6275
King032,7,6275
King033,5,6275
King034,5,6275
King036,5,6275
King037,5,6275
King039,6,6275
King041,9,6275
King043,5,6275
King045,6,6275
King046,7,6275
King047,8,6275
King048,6,6275
Kitsap023,2,6275
Kitsap026,2,6275
Kitsap035,0,6275
Kittitas013,9,6275
Klickitat015,9,6275
Lewis020,3,6275
Lincoln007,4,6275
Mason035,2,6275
Okanogan007,4,6275
Okanogan012,4,6275
Pacific019,2,6275
Pend Oreille007,4,6275
Pierce002,3,6275
Pierce025,3,6275
Pierce026,2,6275
Pierce027,3,6275
Pierce028,3,6275
Pierce029,3,6275
Pierce031,9,6275
San Juan040,6,6275
Skagit010,6,6275
Skagit021,0,6275
Skagit039,0,6275
Skagit040,6,6275
Skamania015,3,6275
Snohomish001,7,6275
Snohomish010,0,6275
Snohomish021,0,6275
Snohomish032,0,6275
Snohomish038,0,6275
Snohomish039,6,6275
Snohomish044,6,6275
Snohomish048,6,6275
Spokane003,4,6275
Spokane004,4,6275
Spokane006,4,6275
Spokane007,4,6275
Spokane009,4,6275
Stevens007,4,6275
Thurston002,3,6275
Thurston020,2,6275
Thurston022,2,6275
Thurston035,2,6275
Wahkiakum019,2,6275
Walla Walla016,4,6275
Whatcom039,0,6275
Whatcom040,0,6275
Whatcom042,0,6275
Whitman009,4,6275
Yakima013,9,6275
Yakima014,9,6275
Yakima015,9,6275
CO_LEG,District,Step
Adams009,4,6300
Asotin009,4,6300
Benton008,9,6300
Benton016,9,6300
Chelan012,6,6300
Clallam024,2,6300
Clark015,3,6300
Clark017,3,6300
Clark018,3,6300
Clark049,3,6300
Columbia016,4,6300
Cowlitz018,3,6300
Cowlitz019,2,6300
Douglas012,9,6300
Ferry007,4,6300
Franklin009,4,6300
Franklin016,4,6300
Garfield009,4,6300
Grant012,0,6300
Grant013,9,6300
Grays Harbor019,2,6300
Grays Harbor024,2,6300
Grays Harbor035,2,6300
Island010,6,6300
Jefferson024,2,6300
King001,1,6300
King005,9,6300
King011,8,6300
King030,5,6300
King031,9,6300
King032,6,6300
King033,5,6300
King034,5,6300
King036,5,6300
King037,5,6300
King039,6,6300
King041,8,6300
King043,5,6300
King045,6,6300
King046,7,6300
King047,8,6300
King048,6,6300
Kitsap023,2,6300
Kitsap026,2,6300
Kitsap035,0,6300
Kittitas013,9,6300
Klickitat015,9,6300
Lewis020,3,6300
Lincoln007,4,6300
Mason035,2,6300
Okanogan007,4,6300
Okanogan012,0,6300
Pacific019,2,6300
Pend Oreille007,4,6300
Pierce002,3,6300
Pierce025,3,6300
Pierce026,2,6300
Pierce027,3,6300
Pierce028,3,6300
Pierce029,3,6300
Pierce031,9,6300
San Juan040,6,6300
Skagit010,6,6300
Skagit021,0,6300
Skagit039,0,6300
Skagit040,6,6300
Skamania015,3,6300
Snohomish001,6,6300
Snohomish010,0,6300
Snohomish021,0,6300
Snohomish032,6,6300
Snohomish038,0,6300
Snohomish039,6,6300
Snohomish044,6,6300
Snohomish048,6,6300
Spokane003,4,6300
Spokane004,4,6300
Spokane006,4,6300
Spokane007,4,6300
Spokane009,4,6300
Stevens007,4,6300
Thurston002,3,6300
Thurston020,2,6300
Thurston022,2,6300
Thurston035,2,6300
Wahkiakum019,2,6300
Walla Walla016,4,6300
Whatcom039,0,6300
Whatcom040,0,6300
Whatcom042,0,6300
Whitman009,4,6300
Yakima013,9,6300
Yakima014,3,6300
Yakima015,9,6300
CO_LEG,District,Step
Adams009,4,6325
Asotin009,4,6325
Benton008,9,6325
Benton016,9,6325
Chelan012,9,6325
Clallam024,2,6325
Clark015,3,6325
Clark017,3,6325
Clark018,3,6325
Clark049,3,6325
Columbia016,4,6325
Cowlitz018,2,6325
Cowlitz019,2,6325
Douglas012,0,6325
Ferry007,0,6325
Franklin009,4,6325
Franklin016,4,6325
Garfield009,4,6325
Grant012,4,6325
Grant013,4,6325
Grays Harbor019,2,6325
Grays Harbor024,2,6325
Grays Harbor035,2,6325
Island010,6,6325
Jefferson024,2,6325
King001,6,6325
King005,9,6325
King011,8,6325
King030,3,6325
King031,9,6325
King032,6,6325
King033,5,6325
King034,5,6325
King036,7,6325
King037,5,6325
King039,6,6325
King041,8,6325
King043,5,6325
King045,6,6325
King046,7,6325
King047,5,6325
King048,6,6325
Kitsap023,2,6325
Kitsap026,2,6325
Kitsap035,0,6325
Kittitas013,9,6325
Klickitat015,9,6325
Lewis020,3,6325
Lincoln007,4,6325
Mason035,2,6325
Okanogan007,0,6325
Okanogan012,0,6325
Pacific019,2,6325
Pend Oreille007,4,6325
Pierce002,3,6325
Pierce025,3,6325
Pierce026,2,6325
Pierce027,3,6325
Pierce028,3,6325
Pierce029,3,6325
Pierce031,9,6325
San Juan040,6,6325
Skagit010,6,6325
Skagit021,0,6325
Skagit039,0,6325
Skagit040,6,6325
Skamania015,3,6325
Snohomish001,1,6325
Snohomish010,0,6325
Snohomish021,0,6325
Snohomish032,6,6325
Snohomish038,0,6325
Snohomish039,6,6325
Snohomish044,6,6325
Snohomish048,6,6325
Spokane003,4,6325
Spokane004,4,6325
Spokane006,4,6325
Spokane007,4,6325
Spokane009,4,6325
Stevens007,4,6325
Thurston002,3,6325
Thurston020,2,6325
Thurston022,2,6325
Thurston035,2,6325
Wahkiakum019,2,6325
Walla Walla016,4,6325
Whatcom039,0,6325
Whatcom040,0,6325
Whatcom042,0,6325
Whitman009,4,6325
Yakima013,9,6325
Yakima014,3,6325
Yakima015,9,6325
CO_LEG,District,Step
Adams009,4,6350
Asotin009,4,6350
Benton008,9,6350
Benton016,9,6350
Chelan012,0,6350
Clallam024,2,6350
Clark015,3,6350
Clark017,3,6350
Clark018,3,6350
Clark049,3,6350
Columbia016,4,6350
Cowlitz018,2,6350
Cowlitz019,2,6350
Douglas012,0,6350
Ferry007,0,6350
Franklin009,4,6350
Franklin016,4,6350
Garfield009,4,6350
Grant012,4,6350
Grant013,4,6350
Grays Harbor019,2,6350
Grays Harbor024,2,6350
Grays Harbor035,2,6350
Island010,6,6350
Jefferson024,2,6350
King001,1,6350
King005,9,6350
King011,8,6350
King030,5,6350
King031,5,6350
King032,6,6350
King033,5,6350
King034,5,6350
King036,7,6350
King037,5,6350
King039,0,6350
King041,8,6350
King043,5,6350
King045,6,6350
King046,7,6350
King047,5,6350
King048,6,6350
Kitsap023,0,6350
Kitsap026,0,6350
Kitsap035,0,6350
Kittitas013,9,6350
Klickitat015,9,6350
Lewis020,3,6350
Lincoln007,4,6350
Mason035,2,6350
Okanogan007,0,6350
Okanogan012,0,6350
Pacific019,2,6350
Pend Oreille007,4,6350
Pierce002,3,6350
Pierce025,3,6350
Pierce026,2,6350
Pierce027,3,6350
Pierce028,3,6350
Pierce029,3,6350
Pierce031,3,6350
San Juan040,6,6350
Skagit010,6,6350
Skagit021,0,6350
Skagit039,0,6350
Skagit040,6,6350
Skamania015,3,6350
Snohomish001,1,6350
Snohomish010,0,6350
Snohomish021,0,6350
Snohomish032,6,6350
Snohomish038,0,6350
Snohomish039,6,6350
Snohomish044,0,6350
Snohomish048,6,6350
Spokane003,4,6350
Spokane004,4,6350
Spokane006,4,6350
Spokane007,4,6350
Spokane009,4,6350
Stevens007,4,6350
Thurston002,3,6350
Thurston020,3,6350
Thurston022,2,6350
Thurston035,2,6350
Wahkiakum019,2,6350
Walla Walla016,4,6350
Whatcom039,0,6350
Whatcom040,0,6350
Whatcom042,0,6350
Whitman009,4,6350
Yakima013,9,6350
Yakima014,9,6350
Yakima015,9,6350
CO_LEG,District,Step
Adams009,4,6375
Asotin009,4,6375
Benton008,9,6375
Benton016,9,6375
Chelan012,0,6375
Clallam024,2,6375
Clark015,3,6375
Clark017,3,6375
Clark018,3,6375
Clark049,3,6375
Columbia016,4,6375
Cowlitz018,2,6375
Cowlitz019,2,6375
Douglas012,0,6375
Ferry007,0,6375
Franklin009,4,6375
Franklin016,4,6375
Garfield009,4,6375
Grant012,0,6375
Grant013,4,6375
Grays Harbor019,2,6375
Grays Harbor024,2,6375
Grays Harbor035,2,6375
Island010,0,6375
Jefferson024,2,6375
King001,6,6375
King005,5,6375
King011,8,6375
King030,5,6375
King031,5,6375
King032,6,6375
King033,5,6375
King034,8,6375
King036,7,6375
King037,5,6375
King039,0,6375
King041,5,6375
King043,7,6375
King045,6,6375
King046,7,6375
King047,5,6375
King048,6,6375
Kitsap023,0,6375
Kitsap026,0,6375
Kitsap035,0,6375
Kittitas013,9,6375
Klickitat015,9,6375
Lewis020,3,6375
Lincoln007,4,6375
Mason035,2,6375
Okanogan007,0,6375
Okanogan012,0,6375
Pacific019,2,6375
Pend Oreille007,4,6375
Pierce002,3,6375
Pierce025,5,6375
Pierce026,0,6375
Pierce027,3,6375
Pierce028,3,6375
Pierce029,5,6375
Pierce031,9,6375
San Juan040,6,6375
Skagit010,6,6375
Skagit021,0,6375
Skagit039,0,6375
Skagit040,6,6375
Skamania015,3,6375
Snohomish001,1,6375
Snohomish010,0,6375
Snohomish021,0,6375
Snohomish032,6,6375
Snohomish038,0,6375
Snohomish039,6,6375
Snohomish044,0,6375
Snohomish048,6,6375
Spokane003,4,6375
Spokane004,4,6375
Spokane006,4,6375
Spokane007,4,6375
Spokane009,4,6375
Stevens007,4,6375
Thurston002,3,6375
Thurston020,2,6375
Thurston022,2,6375
Thurston035,2,6375
Wahkiakum019,2,6375
Walla Walla016,4,6375
Whatcom039,0,6375
Whatcom040,0,6375
Whatcom042,0,6375
Whitman009,4,6375
Yakima013,9,6375
Yakima014,9,6375
Yakima015,9,6375
CO_LEG,District,Step
Adams009,4,6400
Asotin009,4,6400
Benton008,9,6400
Benton016,9,6400
Chelan012,0,6400
Clallam024,2,6400
Clark015,3,6400
Clark017,3,6400
Clark018,3,6400
Clark049,3,6400
Columbia016,4,6400
Cowlitz018,2,6400
Cowlitz019,2,6400
Douglas012,0,6400
Ferry007,0,6400
Franklin009,4,6400
Franklin016,4,6400
Garfield009,4,6400
Grant012,0,6400
Grant013,4,6400
Grays Harbor019,2,6400
Grays Harbor024,2,6400
Grays Harbor035,2,6400
Island010,6,6400
Jefferson024,2,6400
King001,6,6400
King005,5,6400
King011,8,6400
King030,5,6400
King031,5,6400
King032,6,6400
King033,5,6400
King034,8,6400
King036,7,6400
King037,8,6400
King039,0,6400
King041,5,6400
King043,7,6400
King045,6,6400
King046,6,6400
King047,8,6400
King048,6,6400
Kitsap023,0,6400
Kitsap026,0,6400
Kitsap035,0,6400
Kittitas013,0,6400
Klickitat015,9,6400
Lewis020,3,6400
Lincoln007,4,6400
Mason035,0,6400
Okanogan007,0,6400
Okanogan012,0,6400
Pacific019,2,6400
Pend Oreille007,4,6400
Pierce002,3,6400
Pierce025,5,6400
Pierce026,0,6400
Pierce027,5,6400
Pierce028,3,6400
Pierce029,5,6400
Pierce031,9,6400
San Juan040,6,6400
Skagit010,6,6400
Skagit021,0,6400
Skagit039,0,6400
Skagit040,6,6400
Skamania015,3,6400
Snohomish001,1,6400
Snohomish010,0,6400
Snohomish021,0,6400
Snohomish032,6,6400
Snohomish038,0,6400
Snohomish039,6,6400
Snohomish044,1,6400
Snohomish048,6,6400
Spokane003,4,6400
Spokane004,4,6400
Spokane006,4,6400
Spokane007,4,6400
Spokane009,4,6400
Stevens007,4,6400
Thurston002,3,6400
Thurston020,2,6400
Thurston022,3,6400
Thurston035,2,6400
Wahkiakum019,2,6400
Walla Walla016,4,6400
Whatcom039,0,6400
Whatcom040,0,6400
Whatcom042,0,6400
Whitman009,4,6400
Yakima013,9,6400
Yakima014,9,6400
Yakima015,9,6400
CO_LEG,District,Step
Adams009,4,6425
Asotin009,4,6425
Benton008,9,6425
Benton016,9,6425
Chelan012,5,6425
Clallam024,2,6425
Clark015,3,6425
Clark017,3,6425
Clark018,3,6425
Clark049,3,6425
Columbia016,4,6425
Cowlitz018,3,6425
Cowlitz019,2,6425
Douglas012,5,6425
Ferry007,0,6425
Franklin009,4,6425
Franklin016,4,6425
Garfield009,4,6425
Grant012,0,6425
Grant013,0,6425
Grays Harbor019,2,6425
Grays Harbor024,2,6425
Grays Harbor035,2,6425
Island010,6,6425
Jefferson024,2,6425
King001,6,6425
King005,5,6425
King011,8,6425
King030,5,6425
King031,5,6425
King032,6,6425
King033,5,6425
King034,8,6425
King036,7,6425
King037,8,6425
King039,5,6425
King041,5,6425
King043,8,6425
King045,6,6425
King046,7,6425
King047,5,6425
King048,6,6425
Kitsap023,0,6425
Kitsap026,0,6425
Kitsap035,0,6425
Kittitas013,5,6425
Klickitat015,9,6425
Lewis020,3,6425
Lincoln007,0,6425
Mason035,0,6425
Okanogan007,0,6425
Okanogan012,0,6425
Pacific019,2,6425
Pend Oreille007,4,6425
Pierce002,9,6425
Pierce025,9,6425
Pierce026,0,6425
Pierce027,5,6425
Pierce028,3,6425
Pierce029,3,6425
Pierce031,5,6425
San Juan040,6,6425
Skagit010,6,6425
Skagit021,0,6425
Skagit039,0,6425
Skagit040,6,6425
Skamania015,3,6425
Snohomish001,6,6425
Snohomish010,0,6425
Snohomish021,0,6425
Snohomish032,6,6425
Snohomish038,0,6425
Snohomish039,6,6425
Snohomish044,1,6425
Snohomish048,6,6425
Spokane003,4,6425
Spokane004,4,6425
Spokane006,4,6425
Spokane007,4,6425
Spokane009,4,6425
Stevens007,0,6425
Thurston002,3,6425
Thurston020,2,6425
Thurston022,3,6425
Thurston035,0,6425
Wahkiakum019,2,6425
Walla Walla016,4,6425
Whatcom039,0,6425
Whatcom040,6,6425
Whatcom042,0,6425
Whitman009,4,6425
Yakima013,9,6425
Yakima014,9,6425
Yakima015,9,6425
CO_LEG,District,Step
Adams009,4,6450
Asotin009,4,6450
Benton008,9,6450
Benton016,9,6450
Chelan012,5,6450
Clallam024,2,6450
Clark015,3,6450
Clark017,3,6450
Clark018,3,6450
Clark049,3,6450
Columbia016,4,6450
Cowlitz018,3,6450
Cowlitz019,2,6450
Douglas012,0,6450
Ferry007,0,6450
Franklin009,4,6450
Franklin016,4,6450
Garfield009,4,6450
Grant012,0,6450
Grant013,0,6450
Grays Harbor019,2,6450
Grays Harbor024,2,6450
Grays Harbor035,2,6450
Island010,6,6450
Jefferson024,2,6450
King001,6,6450
King005,5,6450
King011,8,6450
King030,5,6450
King031,5,6450
King032,6,6450
King033,5,6450
King034,8,6450
King036,7,6450
King037,8,6450
King039,5,6450
King041,5,6450
King043,7,6450
King045,6,6450
King046,7,6450
King047,5,6450
King048,6,6450
Kitsap023,0,6450
Kitsap026,0,6450
Kitsap035,0,6450
Kittitas013,5,6450
Klickitat015,9,6450
Lewis020,3,6450
Lincoln007,0,6450
Mason035,0,6450
Okanogan007,0,6450
Okanogan012,0,6450
Pacific019,2,6450
Pend Oreille007,0,6450
Pierce002,9,6450
Pierce025,9,6450
