0,4
1,4
2,4
3,4
4,4
5,4
6,7
7,4
8,7
9,4
10,7
11,7
12,7
13,7
14,4
15,7
16,4
17,4
18,3
19,4
20,4
21,4
22,7
23,4
24,4
25,4
26,4
27,4
28,4
29,4
30,4
31,5
32,7
33,7
34,7
35,7
36,4
37,8
38,4
39,4
40,4
41,7
42,7
43,4
44,4
45,4
46,4
47,5
48,7
49,4
50,4
51,8
52,7
53,3
54,4
55,7
56,4
57,4
58,4
59,4
60,4
61,4
62,4
63,4
64,7
65,4
66,4
67,4
68,4
69,7
70,4
71,4
72,4
73,4
74,4
75,4
76,2
77,0
78,7
79,4
80,4
81,4
82,4
83,3
84,7
85,7
86,2
87,7
88,4
89,4
90,2
91,8
92,8
93,2
94,2
95,2
96,0
97,2
98,2
99,0
100,8
101,2
102,3
103,0
104,2
105,2
106,2
107,8
108,8
109,2
110,0
111,2
112,2
113,3
114,8
115,2
116,8
117,2
118,8
119,8
120,3
121,2
122,0
123,3
124,8
125,4
126,2
127,8
128,2
129,8
130,2
131,3
132,2
133,2
134,0
135,2
136,2
137,2
138,3
139,2
140,4
141,2
142,0
143,0
144,2
145,8
146,0
147,2
148,2
149,8
150,8
151,2
152,8
153,8
154,2
155,0
156,8
157,2
158,2
159,8
160,3
161,8
162,8
163,6
164,2
165,2
166,6
167,0
168,0
169,2
170,0
171,2
172,2
173,8
174,0
175,2
176,5
177,8
178,8
179,2
180,2
181,2
182,2
183,2
184,8
185,0
186,8
187,0
188,2
189,8
190,8
191,2
192,2
193,2
194,8
195,2
196,8
197,0
198,8
199,2
200,0
201,8
202,2
203,2
204,2
205,2
206,2
207,2
208,8
209,2
210,2
211,2
212,6
213,2
214,6
215,2
216,8
217,0
218,3
219,0
220,5
221,2
222,2
223,3
224,2
225,6
226,2
227,3
228,2
229,3
230,8
231,2
232,6
233,0
234,3
235,2
236,2
237,5
238,2
239,8
240,0
241,2
242,0
243,3
244,2
245,2
246,2
247,8
248,0
249,2
250,8
251,2
252,2
253,8
254,0
255,8
256,8
257,2
258,2
259,1
260,2
261,2
262,2
263,8
264,8
265,2
266,0
267,0
268,4
269,8
270,2
271,1
272,2
273,2
274,0
275,0
276,8
277,2
278,8
279,8
280,0
281,2
282,3
283,2
284,0
285,0
286,8
287,2
288,7
289,0
290,0
291,2
292,2
293,0
294,2
295,0
296,0
297,0
298,2
299,2
300,8
301,2
302,3
303,6
304,2
305,8
306,3
307,2
308,5
309,8
310,2
311,2
312,2
313,2
314,4
315,2
316,2
317,7
318,8
319,8
320,2
321,2
322,2
323,7
324,0
325,2
326,2
327,3
328,2
329,8
330,6
331,2
332,4
333,2
334,4
335,0
336,8
337,2
338,5
339,8
340,2
341,2
342,3
343,0
344,2
345,6
346,2
347,2
348,2
349,8
350,0
351,0
352,0
353,2
354,0
355,2
356,7
357,2
358,2
359,2
360,2
361,2
362,2
363,3
364,0
365,0
366,2
367,2
368,8
369,2
370,2
371,0
372,3
373,5
374,4
375,0
376,2
377,5
378,8
379,6
380,2
381,8
382,8
383,8
384,2
385,2
386,8
387,2
388,2
389,1
390,2
391,2
392,2
393,2
394,6
395,2
396,0
397,6
398,2
399,2
400,3
401,6
402,8
403,7
404,8
405,8
406,0
407,5
408,2
409,0
410,5
411,2
412,5
413,2
414,2
415,8
416,5
417,2
418,0
419,0
420,5
421,2
422,0
423,0
424,2
425,8
426,2
427,0
428,2
429,5
430,2
431,2
432,2
433,3
434,8
435,5
436,2
437,5
438,8
439,3
440,2
441,5
442,2
443,2
444,6
445,0
446,4
447,2
448,4
449,5
450,0
451,2
452,0
453,2
454,0
455,0
456,3
457,0
458,3
459,3
460,2
461,0
462,8
463,6
464,2
465,2
466,0
467,2
468,7
469,5
470,0
471,2
472,3
473,2
474,3
475,3
476,0
477,2
478,5
479,2
480,2
481,2
482,0
483,2
484,8
485,2
486,0
487,3
488,2
489,6
490,2
491,7
492,3
493,2
494,2
495,8
496,2
497,2
498,5
499,2
500,5
501,5
502,8
503,2
504,2
505,0
506,2
507,5
508,8
509,8
510,2
511,6
512,2
513,2
514,5
515,2
516,3
517,7
518,2
519,8
520,5
521,2
522,5
523,2
524,3
525,2
526,3
527,2
528,2
529,7
530,2
531,7
532,2
533,2
534,0
535,2
536,6
537,0
538,3
539,0
540,2
541,0
542,6
543,8
544,6
545,3
546,2
547,0
548,2
549,0
550,2
551,2
552,0
553,0
554,7
555,5
556,0
557,0
558,7
559,2
560,0
561,2
562,3
563,5
564,2
565,7
566,7
567,8
568,8
569,2
570,4
571,8
572,2
573,0
574,8
575,4
576,1
577,2
578,2
579,6
580,0
581,6
582,8
583,6
584,2
585,2
586,4
587,8
588,2
589,6
590,2
591,0
592,0
593,1
594,2
595,0
596,6
597,2
598,6
599,4
600,4
601,4
602,4
603,4
604,4
605,4
606,6
607,4
608,4
609,6
610,4
611,4
612,4
613,4
614,4
615,4
616,4
617,4
618,4
619,4
620,4
621,4
622,4
623,4
624,4
625,6
626,6
627,4
628,4
629,4
630,4
631,4
632,4
633,4
634,4
635,6
636,4
637,4
638,4
639,4
640,5
641,4
642,1
643,1
644,4
645,4
646,4
647,4
648,4
649,5
650,3
651,7
652,7
653,4
654,7
655,7
656,7
657,7
658,7
659,6
660,7
661,1
662,6
663,7
664,7
665,6
666,7
667,7
668,7
669,7
670,7
671,1
672,7
673,7
674,5
675,5
676,5
677,5
678,7
679,7
680,7
681,7
682,7
683,7
684,7
685,7
686,7
687,4
688,7
689,7
690,7
691,7
692,7
693,7
694,7
695,7
696,7
697,7
698,7
699,7
700,7
701,7
702,7
703,7
704,7
705,4
706,7
707,7
708,7
709,4
710,5
711,7
712,7
713,4
714,7
715,5
716,6
717,7
718,4
719,4
720,3
721,6
722,4
723,6
724,4
725,4
726,4
727,4
728,1
729,4
730,4
731,6
732,5
733,6
734,4
735,5
736,4
737,4
738,9
739,4
740,4
741,6
742,4
743,6
744,5
745,6
746,1
747,4
748,4
749,4
750,6
751,1
752,6
753,4
754,4
755,4
756,6
757,4
758,6
759,1
760,4
761,1
762,4
763,4
764,4
765,4
766,6
767,4
768,4
769,6
770,6
771,6
772,6
773,4
774,6
775,4
776,6
777,1
778,7
779,6
780,4
781,4
782,6
783,4
784,5
785,4
786,4
787,6
788,4
789,6
790,4
791,1
792,4
793,1
794,4
795,4
796,1
797,4
798,4
799,4
800,4
801,7
802,4
803,4
804,4
805,6
806,6
807,4
808,1
809,6
810,4
811,4
812,6
813,4
814,1
815,7
816,4
817,6
818,4
819,6
820,4
821,4
822,7
823,4
824,4
825,4
826,4
827,1
828,7
829,4
830,7
831,4
832,7
833,4
834,7
835,1
836,7
837,4
838,7
839,4
840,1
841,7
842,4
843,4
844,4
845,7
846,6
847,4
848,1
849,4
850,4
851,4
852,4
853,4
854,4
855,4
856,4
857,1
858,5
859,4
860,4
861,4
862,4
863,4
864,1
865,4
866,5
867,4
868,6
869,4
870,4
871,4
872,4
873,1
874,4
875,4
876,4
877,6
878,4
879,4
880,4
881,4
882,6
883,4
884,4
885,4
886,4
887,4
888,4
889,4
890,4
891,9
892,4
893,4
894,4
895,4
896,4
897,4
898,4
899,9
900,4
901,4
902,8
903,4
904,4
905,4
906,4
907,4
908,4
909,4
910,4
911,4
912,4
913,1
914,4
915,4
916,4
917,4
918,4
919,4
920,4
921,4
922,3
923,4
924,4
925,3
926,6
927,4
928,6
929,1
930,4
931,4
932,3
933,4
934,4
935,4
936,3
937,4
938,6
939,4
940,9
941,4
942,1
943,4
944,4
945,4
946,4
947,4
948,8
949,4
950,4
951,3
952,4
953,4
954,1
955,4
956,1
957,4
958,4
959,4
960,9
961,4
962,4
963,4
964,4
965,7
966,7
967,7
968,7
969,3
970,7
971,7
972,3
973,7
974,7
975,7
976,1
977,7
978,7
979,7
980,3
981,7
982,1
983,7
984,7
985,1
986,7
987,6
988,7
989,3
990,7
991,3
992,9
993,9
994,7
995,7
996,9
997,7
998,7
999,1
1000,7
1001,7
1002,1
1003,5
1004,7
1005,7
1006,7
1007,7
1008,7
1009,7
1010,7
1011,1
1012,7
1013,7
1014,6
1015,9
1016,7
1017,7
1018,5
1019,7
1020,7
1021,5
1022,7
1023,7
1024,6
1025,7
1026,3
1027,7
1028,7
1029,7
1030,7
1031,7
1032,3
1033,3
1034,7
1035,7
1036,7
1037,7
1038,6
1039,7
1040,1
1041,3
1042,7
1043,7
1044,7
1045,7
1046,7
1047,7
1048,7
1049,9
1050,7
1051,7
1052,7
1053,3
1054,7
1055,7
1056,7
1057,3
1058,7
1059,9
1060,7
1061,7
1062,7
1063,7
1064,7
1065,7
1066,3
1067,7
1068,8
1069,7
1070,8
1071,7
1072,3
1073,7
1074,7
1075,3
1076,3
1077,7
1078,7
1079,7
1080,7
1081,3
1082,7
1083,7
1084,8
1085,7
1086,1
1087,7
1088,7
1089,7
1090,7
1091,7
1092,1
1093,7
1094,3
1095,3
1096,7
1097,7
1098,7
1099,7
1100,7
1101,7
1102,6
1103,7
1104,7
1105,8
1106,7
1107,6
1108,7
1109,7
1110,7
1111,7
1112,7
1113,7
1114,7
1115,7
1116,5
1117,3
1118,8
1119,1
1120,7
1121,5
1122,7
1123,5
1124,7
1125,7
1126,7
1127,7
1128,5
1129,7
1130,7
1131,7
1132,3
1133,7
1134,7
1135,3
1136,3
1137,0
1138,3
1139,3
1140,3
1141,7
1142,3
1143,7
1144,7
1145,7
1146,7
1147,3
1148,3
1149,3
1150,3
1151,7
1152,7
1153,8
1154,7
1155,0
1156,7
1157,7
1158,7
1159,7
1160,3
1161,0
1162,0
1163,0
1164,3
1165,3
1166,0
1167,7
1168,0
1169,7
1170,7
1171,7
1172,3
1173,0
1174,0
1175,3
1176,3
1177,3
1178,0
1179,0
1180,0
1181,0
1182,0
1183,7
1184,0
1185,0
1186,0
1187,0
1188,7
1189,0
1190,3
1191,7
1192,0
1193,0
1194,0
1195,7
1196,7
1197,7
1198,3
1199,5
1200,0
1201,0
1202,0
1203,7
1204,0
1205,3
1206,0
1207,0
1208,7
1209,0
1210,0
1211,7
1212,0
1213,3
1214,0
1215,0
1216,3
1217,3
1218,3
1219,3
1220,7
1221,0
1222,0
1223,0
1224,3
1225,0
1226,0
1227,7
1228,7
