21049,0
21022,0
21008,0
21040,0
21026,6
21039,6
5111,0
21048,0
5107,0
21007,6
21083,6
5104,0
5115,0
5101,0
21033,0
5127,0
21030,6
21021,6
331995,9
21019,6
21055,6
21058,6
21093,0
21041,0
21015,0
21014,6
21057,6
21032,0
21016,6
21065,6
21004,6
331452,5
5123,0
5109,0
5106,0
5110,0
21005,6
332210,9
21060,6
21027,6
21051,0
21087,0
21077,6
21017,0
21012,6
21042,0
21013,6
331453,9
5108,0
21003,6
21036,0
331321,8
5113,0
332254,9
21035,0
21088,0
21053,0
21047,0
21034,0
21009,0
21045,0
21020,6
21025,6
21028,6
21086,0
21018,6
21010,0
21023,6
21046,0
21085,6
21052,0
21024,6
21038,6
21054,6
21068,0
21066,0
61F802,1
61K432,0
21092,0
21031,0
21029,6
21059,6
21056,6
332239,1
21075,6
21078,6
61N904,9
21072,0
21011,6
21061,0
61J289,8
61E208,1
61H402,9
61O409,8
61O196,9
61J246,9
61L900,0
61B423,8
61O909,8
61I408,9
61D801,3
61B135,9
332069,1
61I402,9
61B442,9
61O199,8
61B143,9
61F423,1
61J274,8
61O215,8
61L423,6
61B109,9
61B145,9
332109,1
61J277,8
61F416,1
61H206,8
61F272,1
61H243,8
61F420,1
332068,1
61J220,8
61K258,3
332110,1
61F223,8
17106,4
61F279,9
332134,9
61F418,1
332515,8
61E409,8
332231,9
61O404,8
61J240,9
61I801,3
61B102,9
61O441,9
61N800,9
332093,1
61B133,9
056185,6
61L215,0
61P236,9
61D228,9
61B431,9
61J285,8
61P240,8
61J245,9
61J212,8
61H207,1
332523,9
61O205,1
332527,8
332514,9
61N902,9
61I236,9
61B137,8
61L424,0
61L213,9
61H405,8
331757,1
61F226,8
61H245,1
53166,7
61O198,1
61J215,9
11694,2
61K436,0
61M202,3
61J206,9
61K430,0
61F408,8
61E402,1
332513,8
61D209,9
61J255,9
53426,2
61F803,1
61D257,3
61F431,1
61J241,9
61J204,9
61L418,0
61J239,8
332524,8
61P233,3
61J273,9
61K214,3
61P410,8
61H404,8
61H241,9
61J257,9
61F265,8
61B118,1
61E219,8
61J267,8
61D800,3
61K413,8
61F428,8
61O425,8
61K415,9
61J901,9
61O410,9
61F406,8
61P205,8
61P215,9
61P444,9
61J801,8
61F224,1
61F404,8
61J207,9
61L222,9
67321,2
61N204,8
67105,8
61J262,9
61D429,3
61L803,9
331271,9
61L408,8
330016,5
61P428,8
61F281,9
332092,1
61J214,9
67307,7
61B436,8
331279,9
61F270,9
332094,8
61H244,9
61O434,9
67190,7
61J900,9
331278,9
61O203,1
61O219,8
27461,3
61O417,8
09012,3
61I220,3
61F413,1
61L233,9
332091,1
61F422,8
61P461,8
61A412,1
61F239,9
61I206,9
61B406,8
61H800,1
61B434,9
61B430,1
61D256,3
61D215,9
331400,1
61D402,3
61P212,9
61A901,9
333435,1
61N202,8
61F411,1
61J221,8
61F229,9
331311,8
61B142,9
61D421,3
61L440,9
056125,6
61F231,9
61C419,9
332977,1
61O421,8
61O439,8
61I401,9
61K208,3
61F222,8
61O213,1
331401,8
29037,9
61K211,3
61P436,8
331272,9
61F267,8
61K212,3
61K417,0
61D253,3
61F266,8
634425,0
61K909,0
61I232,9
61J219,8
61F407,8
61K257,3
61B424,8
61M231,3
61K433,8
61K201,0
61C402,1
61J208,9
29055,3
61O422,1
332230,1
67204,8
61B405,9
61F273,8
331262,9
61B124,8
53331,7
61J229,8
61O197,9
61P454,8
61J281,9
61B407,8
770116,4
61J284,9
61F425,8
75133,6
61J232,8
61F221,8
61O418,9
61O222,8
61B112,9
634421,0
61P414,9
61F260,8
61C401,9
332047,9
61J203,8
331808,1
53169,7
61L801,0
052585,4
61N903,1
052610,4
61I239,9
61H240,9
61J265,1
53355,7
61G800,9
61O428,8
61L221,0
332046,8
61P235,3
61B428,9
67219,8
61B432,1
61N203,1
61O442,8
61J275,8
61P460,3
61K801,3
61K414,0
61L429,8
61M201,8
61J222,8
634434,0
61J217,8
61N402,9
61O202,1
61B408,8
61B105,9
61L802,0
332045,1
61I208,9
61P238,8
61B435,8
61J269,8
61E209,8
61F419,9
61B901,8
