4552,Polygon,4553,1,4552,53,51,5123,530515123,A,Kalispel - LeClerc,Kalispel - LeClerc Voting District,V2,G5240,N,380612454,15551156,48.4788256,-117.1740049,4552,4553,4531,289,53,51,5123,530515123,A,Kalispel - LeClerc,Kalispel - LeClerc Voting District,V2,G5240,N,380612454,15551156,48.4788,-117.174,205475,399,289,1,4389,Pend Oreille,23 KALISPEL/LECLERC,23,53,93,201,62,0,82,0.363014,0.430556,201,1,23 KALISPEL/LECLERC,23,0,64,78,56,83,37,100,0.450704,0.402878,0.270073,0.374552,52.0627,86.9373,620L200US53007,53,7,7,SHD,10912.019,1.31808,0.048187
5968,Polygon,5969,1,5968,53,63,634029,53063634029,A,4029,Voting District 4029,V1,G5240,N,16432850,1702395,47.6573412,-117.0576374,5968,5969,5952,721,53,63,634029,53063634029,A,4029,Voting District 4029,V1,G5240,N,16432850,1702395,47.6573,-117.058,268365,937,721,1,5740,Spokane,4029,4029,212,359,749,199,0,374,0.371278,0.347295,749,1,4029,4029,750,269,400,252,416,176,482,0.402093,0.377246,0.267477,0.348938,233.091,434.909,620L200US53004,53,4,4,SHD,420.087,0.405683,0.002172
6004,Polygon,6005,1,6004,53,63,634022,53063634022,A,4022,Voting District 4022,V1,G5240,N,2942979,171352,47.6968557,-117.0660965,6004,6005,5945,1121,53,63,634022,53063634022,A,4022,Voting District 4022,V1,G5240,N,2942979,171352,47.6969,-117.066,268041,1490,1121,1,5733,Spokane,4022,4022,193,386,851,198,0,389,0.333333,0.337308,851,1,4022,4022,865,247,441,280,398,216,468,0.359012,0.412979,0.315789,0.362593,245.838,432.162,620L200US53004,53,4,4,SHD,420.087,0.103192,0.000373
6005,Polygon,6006,1,6005,53,63,634021,53063634021,A,4021,Voting District 4021,V1,G5240,N,7642310,0,47.7160865,-117.0594209,6005,6006,5944,1201,53,63,634021,53063634021,A,4021,Voting District 4021,V1,G5240,N,7642310,0,47.7161,-117.059,267994,1692,1201,1,5732,Spokane,4021,4021,257,409,969,244,0,422,0.385886,0.366366,969,1,4021,4021,933,284,474,307,442,225,517,0.37467,0.40988,0.303234,0.362595,271.584,477.416,620L200US53004,53,4,4,SHD,420.087,0.128545,0.000916
6028,Polygon,6029,1,6028,53,63,634013,53063634013,A,4013,Voting District 4013,V1,G5240,N,14485301,0,47.7342042,-117.0774051,6028,6029,5936,863,53,63,634013,53063634013,A,4013,Voting District 4013,V1,G5240,N,14485301,0,47.7342,-117.077,267695,1113,863,1,5724,Spokane,4013,4013,179,364,737,184,0,365,0.32965,0.335155,737,1,4013,4013,721,208,399,218,373,168,425,0.342669,0.368866,0.283305,0.331613,195.984,395.016,620L200US53004,53,4,4,SHD,420.087,0.229352,0.001737
6034,Polygon,6035,1,6034,53,63,634007,53063634007,A,4007,Voting District 4007,V1,G5240,N,84591419,0,47.8130238,-117.0900435,6034,6035,5930,732,53,63,634007,53063634007,A,4007,Voting District 4007,V1,G5240,N,84591419,0,47.813,-117.09,267346,913,732,1,5718,Spokane,4007,4007,169,310,626,169,0,305,0.352818,0.35654,626,1,4007,4007,608,214,293,205,291,156,339,0.422091,0.413306,0.315152,0.383516,190.224,305.776,620L200US53004,53,4,4,SHD,420.087,0.617471,0.010158
6046,Polygon,6047,1,6046,53,63,634001,53063634001,A,4001,Voting District 4001,V1,G5240,N,244884962,214588,47.9692892,-117.1550836,6046,6047,5924,1722,53,63,634001,53063634001,A,4001,Voting District 4001,V1,G5240,N,244884962,214588,47.9693,-117.155,266798,2245,1722,1,5712,Spokane,4001,4001,333,648,1326,367,0,628,0.33945,0.368844,1326,1,4001,4001,1261,414,641,409,628,325,719,0.392417,0.394407,0.311303,0.366042,379.586,657.414,620L200US53004,53,4,4,SHD,420.087,0.885875,0.02953
6133,Polygon,6134,1,6133,53,63,639020,53063639020,A,9020,Voting District 9020,V1,G5240,N,39716044,0,47.6022829,-117.0939099,6133,6134,6138,260,53,63,639020,53063639020,A,9020,Voting District 9020,V1,G5240,N,39716044,0,47.6023,-117.094,278883,355,260,1,5918,Spokane,9020,9020,34,167,256,38,0,167,0.169154,0.185366,256,1,9020,9020,256,59,167,51,175,38,186,0.261062,0.225664,0.169643,0.21879,49.4464,176.554,620L200US53009,53,9,9,SHD,7265.057,0.388995,0.00475
6136,Polygon,6137,1,6136,53,63,639017,53063639017,A,9017,Voting District 9017,V1,G5240,N,197504970,0,47.40512,-117.1840125,6136,6137,6135,249,53,63,639017,53063639017,A,9017,Voting District 9017,V1,G5240,N,197504970,0,47.4051,-117.184,278616,344,249,1,5915,Spokane,9017,9017,45,119,220,39,0,132,0.27439,0.22807,220,1,9017,9017,221,52,131,52,121,24,157,0.284153,0.300578,0.132597,0.239109,41.3659,131.634,620L200US53009,53,9,9,SHD,7265.057,1.174599,0.02353
6137,Polygon,6138,1,6137,53,63,639016,53063639016,A,9016,Voting District 9016,V1,G5240,N,173215428,0,47.3013011,-117.1889411,6137,6138,6134,156,53,63,639016,53063639016,A,9016,Voting District 9016,V1,G5240,N,173215428,0,47.3013,-117.189,278528,202,156,1,5914,Spokane,9016,9016,26,78,128,24,0,80,0.25,0.230769,128,1,9016,9016,140,29,97,31,91,15,110,0.230159,0.254098,0.12,0.201419,24.5731,97.4269,620L200US53009,53,9,9,SHD,7265.057,0.920844,0.020601
6140,Polygon,6141,1,6140,53,63,639013,53063639013,A,9013,Voting District 9013,V1,G5240,N,167032613,0,47.4813734,-117.1049821,6140,6141,6131,364,53,63,639013,53063639013,A,9013,Voting District 9013,V1,G5240,N,167032613,0,47.4814,-117.105,278223,435,364,1,5911,Spokane,9013,9013,64,166,311,66,0,167,0.278261,0.283262,311,1,9013,9013,302,85,174,82,177,63,196,0.328185,0.316602,0.243243,0.29601,76.6667,182.333,620L200US53009,53,9,9,SHD,7265.057,0.942243,0.019933
6203,Polygon,6204,1,6203,53,65,65020,5306565020,A,Rockcut,Rockcut Voting District,V2,G5240,N,162951795,394284,48.953519,-118.1082168,6203,6204,6175,165,53,65,65020,5306565020,A,Rockcut,Rockcut Voting District,V2,G5240,N,162951795,394284,48.9535,-118.108,281820,187,165,1,5955,Stevens,20,20,43,57,140,44,0,53,0.43,0.453608,140,1,20,19,149,52,73,55,63,51,71,0.416,0.466102,0.418033,0.433378,51.1386,66.8614,620L200US53007,53,7,7,SHD,10912.019,0.675198,0.02005
6217,Polygon,6218,1,6217,53,65,65005,5306565005,A,Columbia,Columbia Voting District,V2,G5240,N,857560946,14070271,48.8741874,-117.7524004,6217,6218,6195,973,53,65,65005,5306565005,A,Columbia,Columbia Voting District,V2,G5240,N,857560946,14070271,48.8742,-117.752,280095,1187,973,1,5975,Stevens,5,7,176,388,790,172,0,403,0.312057,0.29913,790,1,5,4,780,203,403,216,371,176,426,0.334983,0.367973,0.292359,0.331772,194.75,392.25,620L200US53007,53,7,7,SHD,10912.019,1.891365,0.106918
6636,Polygon,6637,1,6636,53,73,73134,5307373134,A,134,Voting District 134,V1,G5240,N,72070189,377490,48.9529167,-122.1384669,6636,6637,6605,2666,53,73,73134,5307373134,A,134,Voting District 134,V1,G5240,N,72070189,377490,48.9529,-122.138,302272,3682,2666,1,6385,Whatcom,134,34,452,529,1565,460,0,523,0.460754,0.467955,1565,1,134,34,1437,536,550,580,490,629,430,0.493554,0.542056,0.593957,0.543189,581.212,488.788,620L200US53042,53,42,42,SHD,1136.092,0.46874,0.008894
6637,Polygon,6638,1,6637,53,73,73133,5307373133,A,133,Voting District 133,V1,G5240,N,71778468,483362,48.9813549,-122.2001064,6637,6638,6604,1059,53,73,73133,5307373133,A,133,Voting District 133,V1,G5240,N,71778468,483362,48.9814,-122.2,302162,1407,1059,1,6384,Whatcom,133,33,222,449,898,228,0,439,0.330849,0.341829,898,1,133,33,876,259,490,262,481,357,374,0.345794,0.352625,0.488372,0.395597,293.929,449.071,620L200US53042,53,42,42,SHD,1136.092,0.925976,0.008874
