number of precincts: 34 37 30 33 57
6266	1
6267	1
6264	1
6342	1
6262	1
6551	1
6260	1
6261	1
6268	1
6269	1
6248	1
6249	1
6363	1
6241	1
6242	1
6245	1
6246	1
6247	1
6343	1
6240	1
6330	1
6271	1
6293	1
6334	1
6335	1
6336	1
6258	1
6239	1
6331	1
6253	1
6252	1
6251	1
6257	1
6254	1
6495	2
6476	2
6381	2
6380	2
6285	2
6389	2
6538	2
6340	2
6435	2
6289	2
6431	2
6346	2
6348	2
6280	2
6281	2
6412	2
6444	2
6523	2
6522	2
6524	2
6440	2
6441	2
6432	2
6354	2
6427	2
6420	2
6350	2
6540	2
6460	2
6390	2
6430	2
6428	2
6429	2
6290	2
6292	2
6338	2
6339	2
6536	3
6455	3
6459	3
6458	3
6437	3
6436	3
6433	3
6553	3
6512	3
6287	3
6517	3
6327	3
6369	3
6243	3
6328	3
6273	3
6547	3
6385	3
6400	3
6272	3
6352	3
6276	3
6279	3
6278	3
6462	3
6464	3
6291	3
6332	3
6333	3
6250	3
6537	4
6387	4
6386	4
6413	4
6383	4
6382	4
6388	4
6415	4
6345	4
6344	4
6347	4
6284	4
6414	4
6416	4
6282	4
6283	4
6324	4
6323	4
6322	4
6321	4
6307	4
6306	4
6300	4
6443	4
6288	4
6311	4
6391	4
6312	4
6313	4
6310	4
6349	4
6316	4
6317	4
6472	5
6320	5
6244	5
6356	5
6442	5
6353	5
6399	5
6394	5
6259	5
6314	5
6315	5
6318	5
6319	5
6256	5
6255	5
6384	5
6456	5
6265	5
6263	5
6510	5
6514	5
6309	5
6305	5
6270	5
6426	5
6275	5
6274	5
6277	5
6505	5
6370	5
6535	5
6286	5
6439	5
6438	5
6488	5
6529	5
6402	5
6403	5
6401	5
6407	5
6351	5
6294	5
6329	5
6494	5
6497	5
6496	5
6491	5
6493	5
6341	5
6417	5
6410	5
6519	5
6419	5
6418	5
6461	5
6549	5
6337	5
