1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	8
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	6
20	6
21	0
22	0
23	6
24	6
25	6
26	6
27	6
28	6
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	6
69	6
70	0
71	0
72	6
73	0
74	6
75	6
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	6
86	0
87	0
88	0
89	6
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	6
99	6
100	0
101	0
102	6
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	6
111	6
112	6
113	6
114	6
115	6
116	6
117	6
118	6
119	6
120	6
121	6
122	6
123	6
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	6
134	6
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	6
147	0
148	6
149	6
150	6
151	6
152	0
153	0
154	0
155	6
156	6
157	6
158	6
159	6
160	6
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	6
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	6
183	6
184	6
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	6
196	6
197	0
198	0
199	6
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	6
215	6
216	0
217	0
218	0
219	0
220	6
221	6
222	6
223	6
224	0
225	0
226	0
227	0
228	0
229	6
230	6
231	6
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	6
240	6
241	6
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	6
251	6
252	6
253	0
254	6
255	0
256	6
257	6
258	6
259	6
260	0
261	0
262	6
263	6
264	6
265	6
266	0
267	6
268	6
269	0
270	6
271	6
272	6
273	0
274	6
275	0
276	6
277	0
278	6
279	0
280	6
281	0
